abdicates,"['AE1', 'B', 'D', 'AH0', 'K', 'EY2', 'T', 'S']",NNS
abdication,"['AE2', 'B', 'D', 'IH0', 'K', 'EY1', 'SH', 'AH0', 'N']",NN
abdications,"['AE2', 'B', 'D', 'IH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']",NNS
abdomen,"['AE0', 'B', 'D', 'OW1', 'M', 'AH0', 'N']",NN
abdomens,"['AE0', 'B', 'D', 'OW1', 'M', 'AH0', 'N', 'Z']",NNS
abdomen,"['AE1', 'B', 'D', 'AH0', 'M', 'AH0', 'N']",NN
abdomens,"['AE1', 'B', 'D', 'AH0', 'M', 'AH0', 'N', 'Z']",NNS
abdominal,"['AE0', 'B', 'D', 'AA1', 'M', 'AH0', 'N', 'AH0', 'L']",JJ
abdominal,"['AH0', 'B', 'D', 'AA1', 'M', 'AH0', 'N', 'AH0', 'L']",JJ
abduct,"['AE0', 'B', 'D', 'AH1', 'K', 'T']",NN
abducts,"['AE0', 'B', 'D', 'AH1', 'K', 'T', 'S']",NNS
abduction,"['AE0', 'B', 'D', 'AH1', 'K', 'SH', 'AH0', 'N']",NN
abductions,"['AE0', 'B', 'D', 'AH1', 'K', 'SH', 'AH0', 'N', 'Z']",NNS
abduction,"['AH0', 'B', 'D', 'AH1', 'K', 'SH', 'AH0', 'N']",NN
abductions,"['AH0', 'B', 'D', 'AH1', 'K', 'SH', 'AH0', 'N', 'Z']",NNS
abductor,"['AE0', 'B', 'D', 'AH1', 'K', 'T', 'ER0']",NN
abductors,"['AE0', 'B', 'D', 'AH1', 'K', 'T', 'ER0', 'Z']",NNS
abductor,"['AH0', 'B', 'D', 'AH1', 'K', 'T', 'ER0']",NN
abductors,"['AH0', 'B', 'D', 'AH1', 'K', 'T', 'ER0', 'Z']",NNS
abe,"['EY1', 'B']",NP
abed,"['AH0', 'B', 'EH1', 'D']",RB
abel,"['EY1', 'B', 'AH0', 'L']",NP
abele,"['AH0', 'B', 'IY1', 'L']",NN
abeles,"['AH0', 'B', 'IY1', 'L', 'Z']",NNS
aberdeen,"['AE1', 'B', 'ER0', 'D', 'IY2', 'N']",NN
aberdeens,"['AE1', 'B', 'ER0', 'D', 'IY2', 'N', 'Z']",NNS
aberrant,"['AE0', 'B', 'EH1', 'R', 'AH0', 'N', 'T']",JJ
aberration,"['AE2', 'B', 'ER0', 'EY1', 'SH', 'AH0', 'N']",NN
aberrations,"['AE2', 'B', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']",NNS
aberrational,"['AE2', 'B', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'AH0', 'L']",JJ
abet,"['AH0', 'B', 'EH1', 'T']",NN
abets,"['AH0', 'B', 'EH1', 'T', 'S']",NNS
abeyance,"['AH0', 'B', 'EY1', 'AH0', 'N', 'S']",NN
abeyances,"['AH0', 'B', 'EY1', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
abhor,"['AE0', 'B', 'HH', 'AO1', 'R']",NN
abhors,"['AE0', 'B', 'HH', 'AO1', 'R', 'Z']",NNS
abhorrence,"['AH0', 'B', 'HH', 'AO1', 'R', 'AH0', 'N', 'S']",NN
abhorrences,"['AH0', 'B', 'HH', 'AO1', 'R', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
abhorrent,"['AE0', 'B', 'HH', 'AO1', 'R', 'AH0', 'N', 'T']",JJ
abide,"['AH0', 'B', 'AY1', 'D']",VB
abiding,"['AH0', 'B', 'AY1', 'D', 'IH0', 'NG']",VBG
abie,"['AE1', 'B', 'IY0']",NN
abies,"['AE1', 'B', 'IY0', 'Z']",NNS
abigail,"['AE1', 'B', 'AH0', 'G', 'EY2', 'L']",NP
ability,"['AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0']",NN
abilities,"['AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']",NNS
abitibi,"['AE2', 'B', 'IH0', 'T', 'IY1', 'B', 'IY0']",NN
abitibis,"['AE2', 'B', 'IH0', 'T', 'IY1', 'B', 'IY0', 'Z']",NNS
abject,"['AE1', 'B', 'JH', 'EH0', 'K', 'T']",JJ
ablaze,"['AH0', 'B', 'L', 'EY1', 'Z']",RB
able,"['EY1', 'B', 'AH0', 'L']",JJ
abler,"['EY1', 'B', 'AH0', 'L', 'ER0']",JJR
abler,"['EY1', 'B', 'L', 'ER0']",JJR
ablest,"['EY1', 'B', 'AH0', 'L', 'S', 'T']",NN
ablests,"['EY1', 'B', 'AH0', 'L', 'S', 'T', 'S']",NNS
ablest,"['EY1', 'B', 'L', 'AH0', 'S', 'T']",NN
ablests,"['EY1', 'B', 'L', 'AH0', 'S', 'T', 'S']",NNS
abloom,"['AH0', 'B', 'L', 'UW1', 'M']",NN
ablooms,"['AH0', 'B', 'L', 'UW1', 'M', 'Z']",NNS
ably,"['EY1', 'B', 'L', 'IY0']",RB
abner,"['AE1', 'B', 'N', 'ER0']",NP
abnormal,"['AE0', 'B', 'N', 'AO1', 'R', 'M', 'AH0', 'L']",JJ
abnormality,"['AE2', 'B', 'N', 'AO0', 'R', 'M', 'AE1', 'L', 'AH0', 'T', 'IY0']",NN
abnormalities,"['AE2', 'B', 'N', 'AO0', 'R', 'M', 'AE1', 'L', 'AH0', 'T', 'IY0', 'Z']",NNS
abnormally,"['AE0', 'B', 'N', 'AO1', 'R', 'M', 'AH0', 'L', 'IY0']",QL
abo,"['AA1', 'B', 'OW0']",NN
aboes,"['AA1', 'B', 'OW0', 'Z']",NNS
aboard,"['AH0', 'B', 'AO1', 'R', 'D']",RB
abode,"['AH0', 'B', 'OW1', 'D']",NN
abodes,"['AH0', 'B', 'OW1', 'D', 'Z']",NNS
abolish,"['AH0', 'B', 'AA1', 'L', 'IH0', 'SH']",VB
abolition,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N']",NN
abolitions,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N', 'Z']",NNS
abolitionism,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']",NN
abolitionisms,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M', 'Z']",NNS
abolitionist,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N', 'AH0', 'S', 'T']",NN
abolitionists,"['AE2', 'B', 'AH0', 'L', 'IH1', 'SH', 'AH0', 'N', 'AH0', 'S', 'T', 'S']",NNS
abominable,"['AH0', 'B', 'AA1', 'M', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L']",JJ
abomination,"['AH0', 'B', 'AA2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']",NN
abominations,"['AH0', 'B', 'AA2', 'M', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N', 'Z']",NNS
aboriginal,"['AE2', 'B', 'ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L']",JJ
aborigine,"['AE2', 'B', 'ER0', 'IH1', 'JH', 'AH0', 'N', 'IY0']",NN
aborigines,"['AE2', 'B', 'ER0', 'IH1', 'JH', 'AH0', 'N', 'IY0', 'Z']",NNS
abort,"['AH0', 'B', 'AO1', 'R', 'T']",NN
aborts,"['AH0', 'B', 'AO1', 'R', 'T', 'S']",NNS
aborted,"['AH0', 'B', 'AO1', 'R', 'T', 'IH0', 'D']",JJ
abortifacient,"['AH0', 'B', 'AO2', 'R', 'T', 'AH0', 'F', 'EY1', 'SH', 'AH0', 'N', 'T']",NN
abortifacients,"['AH0', 'B', 'AO2', 'R', 'T', 'AH0', 'F', 'EY1', 'SH', 'AH0', 'N', 'T', 'S']",NNS
abortion,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N']",NN
abortions,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N', 'Z']",NNS
abortionist,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N', 'IH0', 'S', 'T']",NN
abortionists,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N', 'IH0', 'S', 'T', 'S']",NNS
abortive,"['AH0', 'B', 'AO1', 'R', 'T', 'IH0', 'V']",JJ
abound,"['AH0', 'B', 'AW1', 'N', 'D']",VB
abounding,"['AH0', 'B', 'AW1', 'N', 'D', 'IH0', 'NG']",VBG
about,"['AH0', 'B', 'AW1', 'T']",IN
above,"['AH0', 'B', 'AH1', 'V']",IN
aboveboard,"['AH0', 'B', 'AH1', 'V', 'B', 'AO2', 'R', 'D']",NN
aboveboards,"['AH0', 'B', 'AH1', 'V', 'B', 'AO2', 'R', 'D', 'Z']",NNS
abracadabra,"['AE2', 'B', 'R', 'AH0', 'K', 'AH0', 'D', 'AE1', 'B', 'R', 'AH0']",NN
abracadabras,"['AE2', 'B', 'R', 'AH0', 'K', 'AH0', 'D', 'AE1', 'B', 'R', 'AH0', 'Z']",NNS
abraham,"['EY1', 'B', 'R', 'AH0', 'HH', 'AE2', 'M']",NP
abram,"['AH0', 'B', 'R', 'AE1', 'M']",NN
abrams,"['AH0', 'B', 'R', 'AE1', 'M', 'Z']",NNS
abrasion,"['AH0', 'B', 'R', 'EY1', 'ZH', 'AH0', 'N']",NN
abrasions,"['AH0', 'B', 'R', 'EY1', 'ZH', 'AH0', 'N', 'Z']",NNS
abrasive,"['AH0', 'B', 'R', 'EY1', 'S', 'IH0', 'V']",JJ
abraxas,"['AH0', 'B', 'R', 'AE1', 'K', 'S', 'AH0', 'Z']",NN
abraxa,"['AH0', 'B', 'R', 'AE1', 'K', 'S', 'AH0', 'Z', 'EH', 'Z']",NNS
abreast,"['AH0', 'B', 'R', 'EH1', 'S', 'T']",RB
abridge,"['AH0', 'B', 'R', 'IH1', 'JH']",NN
abridges,"['AH0', 'B', 'R', 'IH1', 'JH', 'Z']",NNS
abridged,"['AH0', 'B', 'R', 'IH1', 'JH', 'D']",VBN
abroad,"['AH0', 'B', 'R', 'AO1', 'D']",RB
abrogate,"['AE1', 'B', 'R', 'AH0', 'G', 'EY2', 'T']",NN
abrogates,"['AE1', 'B', 'R', 'AH0', 'G', 'EY2', 'T', 'S']",NNS
abrogation,"['AE2', 'B', 'R', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N']",NN
abrogations,"['AE2', 'B', 'R', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N', 'Z']",NNS
abrupt,"['AH0', 'B', 'R', 'AH1', 'P', 'T']",JJ
abruptly,"['AH0', 'B', 'R', 'AH1', 'P', 'T', 'L', 'IY0']",RB
abruptness,"['AH0', 'B', 'R', 'AH1', 'P', 'T', 'N', 'AH0', 'S']",NN
abruptnesses,"['AH0', 'B', 'R', 'AH1', 'P', 'T', 'N', 'AH0', 'S', 'EH', 'Z']",NNS
absalom,"['AE1', 'B', 'S', 'AH0', 'L', 'AH0', 'M']",NN
absaloms,"['AE1', 'B', 'S', 'AH0', 'L', 'AH0', 'M', 'Z']",NNS
abscess,"['AE1', 'B', 'S', 'EH2', 'S']",NN
abscesses,"['AE1', 'B', 'S', 'EH2', 'S', 'EH', 'Z']",NNS
abscond,"['AE0', 'B', 'S', 'K', 'AA1', 'N', 'D']",NN
absconds,"['AE0', 'B', 'S', 'K', 'AA1', 'N', 'D', 'Z']",NNS
absconded,"['AE0', 'B', 'S', 'K', 'AA1', 'N', 'D', 'AH0', 'D']",VBD
absence,"['AE1', 'B', 'S', 'AH0', 'N', 'S']",NN
absences,"['AE1', 'B', 'S', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
absent,"['AE1', 'B', 'S', 'AH0', 'N', 'T']",JJ
absentee,"['AE2', 'B', 'S', 'AH0', 'N', 'T', 'IY1']",NN
absentees,"['AE2', 'B', 'S', 'AH0', 'N', 'T', 'IY1', 'Z']",NNS
absenteeism,"['AE2', 'B', 'S', 'AH0', 'N', 'T', 'IY1', 'IH0', 'Z', 'AH0', 'M']",NN
absenteeisms,"['AE2', 'B', 'S', 'AH0', 'N', 'T', 'IY1', 'IH0', 'Z', 'AH0', 'M', 'Z']",NNS
absinthe,"['AE1', 'B', 'S', 'IH0', 'N', 'TH']",NN
absinthes,"['AE1', 'B', 'S', 'IH0', 'N', 'TH', 'S']",NNS
absolute,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T']",JJ
absolutely,"['AE2', 'B', 'S', 'AH0', 'L', 'UW1', 'T', 'L', 'IY0']",QL
absoluteness,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T', 'N', 'AH0', 'S']",NN
absolutenesses,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T', 'N', 'AH0', 'S', 'EH', 'Z']",NNS
absolution,"['AE2', 'B', 'S', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']",NN
absolutions,"['AE2', 'B', 'S', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N', 'Z']",NNS
absolutism,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T', 'IH2', 'Z', 'AH0', 'M']",NN
absolutisms,"['AE1', 'B', 'S', 'AH0', 'L', 'UW2', 'T', 'IH2', 'Z', 'AH0', 'M', 'Z']",NNS
absolutist,"['AE0', 'B', 'S', 'IH0', 'L', 'UW1', 'T', 'IH0', 'S', 'T']",NN
absolutists,"['AE0', 'B', 'S', 'IH0', 'L', 'UW1', 'T', 'IH0', 'S', 'T', 'S']",NNS
absolve,"['AH0', 'B', 'Z', 'AA1', 'L', 'V']",NN
absolves,"['AH0', 'B', 'Z', 'AA1', 'L', 'V', 'Z']",NNS
absolve,"['AE0', 'B', 'Z', 'AA1', 'L', 'V']",NN
absolves,"['AE0', 'B', 'Z', 'AA1', 'L', 'V', 'Z']",NNS
absorb,"['AH0', 'B', 'Z', 'AO1', 'R', 'B']",VB
absorbed,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'D']",VBN
absorbency,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'AH0', 'N', 'S', 'IY0']",NN
absorbencies,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'AH0', 'N', 'S', 'IY0', 'Z']",NNS
absorbent,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'AH0', 'N', 'T']",NN
absorbents,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'AH0', 'N', 'T', 'S']",NNS
absorber,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'ER0']",NN
absorbers,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'ER0', 'Z']",NNS
absorbing,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'IH0', 'NG']",VBG
absorption,"['AH0', 'B', 'Z', 'AO1', 'R', 'P', 'SH', 'AH0', 'N']",NN
absorptions,"['AH0', 'B', 'Z', 'AO1', 'R', 'P', 'SH', 'AH0', 'N', 'Z']",NNS
absorption,"['AH0', 'B', 'S', 'AO1', 'R', 'P', 'SH', 'AH0', 'N']",NN
absorptions,"['AH0', 'B', 'S', 'AO1', 'R', 'P', 'SH', 'AH0', 'N', 'Z']",NNS
abstain,"['AH0', 'B', 'S', 'T', 'EY1', 'N']",VB
abstain,"['AE0', 'B', 'S', 'T', 'EY1', 'N']",VB
abstention,"['AH0', 'B', 'S', 'T', 'EH1', 'N', 'CH', 'AH0', 'N']",NN
abstentions,"['AH0', 'B', 'S', 'T', 'EH1', 'N', 'CH', 'AH0', 'N', 'Z']",NNS
abstention,"['AE0', 'B', 'S', 'T', 'EH1', 'N', 'CH', 'AH0', 'N']",NN
abstentions,"['AE0', 'B', 'S', 'T', 'EH1', 'N', 'CH', 'AH0', 'N', 'Z']",NNS
abstinence,"['AE1', 'B', 'S', 'T', 'AH0', 'N', 'AH0', 'N', 'S']",NN
abstinences,"['AE1', 'B', 'S', 'T', 'AH0', 'N', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
abstinent,"['AE1', 'B', 'S', 'T', 'AH0', 'N', 'AH0', 'N', 'T']",NN
abstinents,"['AE1', 'B', 'S', 'T', 'AH0', 'N', 'AH0', 'N', 'T', 'S']",NNS
abstract,"['AE0', 'B', 'S', 'T', 'R', 'AE1', 'K', 'T']",JJ
abstract,"['AE1', 'B', 'S', 'T', 'R', 'AE2', 'K', 'T']",JJ
abstracted,"['AE1', 'B', 'S', 'T', 'R', 'AE2', 'K', 'T', 'IH0', 'D']",VBN
abstraction,"['AE0', 'B', 'S', 'T', 'R', 'AE1', 'K', 'SH', 'AH0', 'N']",NN
abstractions,"['AE0', 'B', 'S', 'T', 'R', 'AE1', 'K', 'SH', 'AH0', 'N', 'Z']",NNS
abstruse,"['AH0', 'B', 'S', 'T', 'R', 'UW1', 'S']",NN
abstruses,"['AH0', 'B', 'S', 'T', 'R', 'UW1', 'S', 'EH', 'Z']",NNS
absurd,"['AH0', 'B', 'S', 'ER1', 'D']",JJ
absurdity,"['AH0', 'B', 'S', 'ER1', 'D', 'AH0', 'T', 'IY0']",NN
absurdities,"['AH0', 'B', 'S', 'ER1', 'D', 'AH0', 'T', 'IY0', 'Z']",NNS
absurdly,"['AH0', 'B', 'S', 'ER1', 'D', 'L', 'IY0']",RB
abu,"['AE1', 'B', 'UW0']",NN
abus,"['AE1', 'B', 'UW0', 'Z']",NNS
abundance,"['AH0', 'B', 'AH1', 'N', 'D', 'AH0', 'N', 'S']",NN
abundances,"['AH0', 'B', 'AH1', 'N', 'D', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
abundant,"['AH0', 'B', 'AH1', 'N', 'D', 'AH0', 'N', 'T']",JJ
abundantly,"['AH0', 'B', 'AH1', 'N', 'D', 'AH0', 'N', 'T', 'L', 'IY0']",QL
abuse,"['AH0', 'B', 'Y', 'UW1', 'S']",NN
abuses,"['AH0', 'B', 'Y', 'UW1', 'S', 'EH', 'Z']",NNS
abuse,"['AH0', 'B', 'Y', 'UW1', 'Z']",NN
abuses,"['AH0', 'B', 'Y', 'UW1', 'Z', 'EH', 'Z']",NNS
abuser,"['AH0', 'B', 'Y', 'UW1', 'Z', 'ER0']",NN
abusers,"['AH0', 'B', 'Y', 'UW1', 'Z', 'ER0', 'Z']",NNS
abusive,"['AH0', 'B', 'Y', 'UW1', 'S', 'IH0', 'V']",JJ
abut,"['AH0', 'B', 'AH1', 'T']",NN
abuts,"['AH0', 'B', 'AH1', 'T', 'S']",NNS
abutting,"['AH0', 'B', 'AH1', 'T', 'IH0', 'NG']",VBG
abuzz,"['AH0', 'B', 'AH1', 'Z']",NN
abuzzes,"['AH0', 'B', 'AH1', 'Z', 'EH', 'Z']",NNS
abysmal,"['AH0', 'B', 'IH1', 'Z', 'M', 'AH0', 'L']",JJ
abysmally,"['AH0', 'B', 'IH1', 'Z', 'M', 'AH0', 'L', 'IY0']",RB
abyss,"['AH0', 'B', 'IH1', 'S']",NN
abysses,"['AH0', 'B', 'IH1', 'S', 'EH', 'Z']",NNS
abyssinian,"['AE0', 'B', 'S', 'IH1', 'N', 'IY2', 'AH0', 'N']",JJ
acacia,"['AH0', 'K', 'EY1', 'SH', 'AH0']",NN
acacias,"['AH0', 'K', 'EY1', 'SH', 'AH0', 'Z']",NNS
academe,"['AE1', 'K', 'AH0', 'D', 'IY2', 'M']",NN
academes,"['AE1', 'K', 'AH0', 'D', 'IY2', 'M', 'Z']",NNS
academic,"['AE2', 'K', 'AH0', 'D', 'EH1', 'M', 'IH0', 'K']",JJ
academically,"['AE2', 'K', 'AH0', 'D', 'EH1', 'M', 'IH0', 'K', 'L', 'IY0']",RB
academician,"['AE2', 'K', 'AH0', 'D', 'AH0', 'M', 'IH1', 'SH', 'AH0', 'N']",JJ
academy,"['AH0', 'K', 'AE1', 'D', 'AH0', 'M', 'IY0']",NN-TL
acadia,"['AH0', 'K', 'EY1', 'D', 'IY0', 'AH0']",NP-TL
acantha,"['AA0', 'K', 'AA1', 'N', 'DH', 'AH0']",NN
acanthas,"['AA0', 'K', 'AA1', 'N', 'DH', 'AH0', 'Z']",NNS
acapulco,"['AE2', 'K', 'AH0', 'P', 'UH1', 'L', 'K', 'OW0']",NP
accede,"['AE0', 'K', 'S', 'IY1', 'D']",VB
accelerant,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'AH0', 'N', 'T']",NN
accelerants,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'AH0', 'N', 'T', 'S']",NNS
accelerate,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'EY2', 'T']",VB
accelerated,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'EY2', 'T', 'IH0', 'D']",VBN
acceleration,"['AE2', 'K', 'S', 'EH2', 'L', 'ER0', 'EY1', 'SH', 'AH0', 'N']",NN
accelerations,"['AE2', 'K', 'S', 'EH2', 'L', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']",NNS
accelerator,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'EY2', 'T', 'ER0']",NN
accelerators,"['AE0', 'K', 'S', 'EH1', 'L', 'ER0', 'EY2', 'T', 'ER0', 'Z']",NNS
accelerometer,"['AE0', 'K', 'S', 'EH2', 'L', 'ER0', 'AA1', 'M', 'AH0', 'T', 'ER0']",NN
accelerometers,"['AE0', 'K', 'S', 'EH2', 'L', 'ER0', 'AA1', 'M', 'AH0', 'T', 'ER0', 'Z']",NNS
accent,"['AH0', 'K', 'S', 'EH1', 'N', 'T']",NN
accents,"['AH0', 'K', 'S', 'EH1', 'N', 'T', 'S']",NNS
accent,"['AE1', 'K', 'S', 'EH2', 'N', 'T']",NN
accents,"['AE1', 'K', 'S', 'EH2', 'N', 'T', 'S']",NNS
accentuate,"['AE0', 'K', 'S', 'EH1', 'N', 'CH', 'UW0', 'EY0', 'T']",VB
accept,"['AE0', 'K', 'S', 'EH1', 'P', 'T']",VB
accept,"['AH0', 'K', 'S', 'EH1', 'P', 'T']",VB
acceptability,"['AH0', 'K', 'S', 'EH2', 'P', 'T', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0']",NN
acceptabilities,"['AH0', 'K', 'S', 'EH2', 'P', 'T', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']",NNS
acceptable,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'B', 'AH0', 'L']",JJ
acceptable,"['AH0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'B', 'AH0', 'L']",JJ
acceptably,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'B', 'L', 'IY0']",RB
acceptably,"['AH0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'B', 'L', 'IY0']",RB
acceptance,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'N', 'S']",NN
acceptances,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
acceptance,"['AH0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'N', 'S']",NN
acceptances,"['AH0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'N', 'S', 'EH', 'Z']",NNS
accepted,"['AE0', 'K', 'S', 'EH1', 'P', 'T', 'IH0', 'D']",VBN
accepted,"['AH0', 'K', 'S', 'EH1', 'P', 'T', 'AH0', 'D']",VBN
access,"['AE1', 'K', 'S', 'EH2', 'S']",NN
accesses,"['AE1', 'K', 'S', 'EH2', 'S', 'EH', 'Z']",NNS
accessibility,"['AE2', 'K', 'S', 'EH0', 'S', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']",NN
accessibilities,"['AE2', 'K', 'S', 'EH0', 'S', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0', 'Z']",NNS
accessible,"['AE0', 'K', 'S', 'EH1', 'S', 'AH0', 'B', 'AH0', 'L']",JJ
accession,"['AH0', 'K', 'S', 'EH1', 'SH', 'AH0', 'N']",NN
accessions,"['AH0', 'K', 'S', 'EH1', 'SH', 'AH0', 'N', 'Z']",NNS
accessory,"['AE0', 'K', 'S', 'EH1', 'S', 'ER0', 'IY0']",NN
accessories,"['AE0', 'K', 'S', 'EH1', 'S', 'ER0', 'IY0', 'Z']",NNS
accident,"['AE1', 'K', 'S', 'AH0', 'D', 'AH0', 'N', 'T']",NN
accidents,"['AE1', 'K', 'S', 'AH0', 'D', 'AH0', 'N', 'T', 'S']",NNS
accidental,"['AE2', 'K', 'S', 'AH0', 'D', 'EH1', 'N', 'T', 'AH0', 'L']",JJ
accidental,"['AE2', 'K', 'S', 'AH0', 'D', 'EH1', 'N', 'AH0', 'L']",JJ
accidentally,"['AE2', 'K', 'S', 'AH0', 'D', 'EH1', 'N', 'T', 'AH0', 'L', 'IY0']",RB
